WL[nm]; Output[dBm]; Det1_IL[dB]; Det2_IL[dB]; Det4_IL[dB]; Det3_IL[dB]
1519.860;-4.78;-67.22;-67.01;-66.60;-51.52
1519.870;-4.76;-67.24;-67.03;-66.62;-51.53
1519.880;-4.75;-67.26;-67.04;-66.63;-51.45
1519.890;-4.77;-67.24;-67.02;-66.61;-51.49
1519.900;-4.78;-67.22;-67.01;-66.60;-51.43
1519.910;-4.75;-67.26;-67.04;-66.63;-51.71
1519.920;-4.78;-67.23;-67.01;-66.60;-51.64
1519.930;-4.75;-67.25;-67.04;-66.62;-51.70
1519.940;-4.76;-67.25;-67.03;-66.62;-51.71
1519.950;-4.76;-67.24;-67.03;-66.61;-51.75
1519.960;-4.76;-67.24;-67.03;-66.61;-51.73
1519.970;-4.77;-67.23;-67.02;-66.60;-51.84
1519.980;-4.77;-67.23;-67.02;-66.61;-51.86
1519.990;-4.76;-67.24;-67.03;-66.62;-51.96
1520.000;-4.78;-67.22;-67.01;-66.60;-51.98
1520.010;-4.77;-67.23;-67.02;-66.60;-51.98
1520.020;-4.77;-67.24;-67.02;-66.61;-51.98
1520.030;-4.80;-67.20;-66.99;-66.58;-52.06
1520.040;-4.77;-67.23;-67.02;-66.61;-52.12
1520.050;-4.80;-67.20;-66.99;-66.58;-52.14
1520.060;-4.80;-67.20;-66.99;-66.58;-52.13
1520.070;-4.80;-67.20;-66.99;-66.58;-52.11
1520.080;-4.80;-67.20;-66.99;-66.58;-52.16
1520.090;-4.80;-67.20;-66.99;-66.58;-52.08
1520.100;-4.77;-67.24;-67.03;-66.61;-52.25
1520.110;-4.78;-67.22;-67.01;-66.59;-52.17
1520.120;-4.78;-67.22;-67.01;-66.59;-52.18
1520.130;-4.75;-67.25;-67.04;-66.62;-52.21
1520.140;-4.80;-67.21;-66.99;-66.58;-52.09
1520.150;-4.79;-67.21;-67.00;-66.58;-52.15
1520.160;-4.77;-67.23;-67.02;-66.61;-52.11
1520.170;-4.79;-67.21;-67.00;-66.58;-52.09
1520.180;-4.80;-67.21;-66.99;-66.58;-52.13
1520.190;-4.76;-67.24;-67.03;-66.61;-52.05
1520.200;-4.78;-67.22;-67.01;-66.60;-52.09
1520.210;-4.76;-67.24;-67.03;-66.61;-52.10
1520.220;-4.76;-67.25;-67.03;-66.62;-52.10
1520.230;-4.78;-67.23;-67.01;-66.60;-52.04
1520.240;-4.76;-67.24;-67.03;-66.62;-52.00
1520.250;-4.75;-67.25;-67.04;-66.63;-52.03
1520.260;-4.77;-67.23;-67.02;-66.60;-52.06
1520.270;-4.75;-67.25;-67.04;-66.63;-52.06
1520.280;-4.78;-67.23;-67.01;-66.60;-52.12
1520.290;-4.76;-67.25;-67.03;-66.62;-52.09
1520.300;-4.75;-67.26;-67.05;-66.63;-52.11
1520.310;-4.76;-67.25;-67.03;-66.62;-52.15
1520.320;-4.78;-67.23;-67.01;-66.60;-52.26
1520.330;-4.75;-67.26;-67.05;-66.63;-52.33
1520.340;-4.77;-67.24;-67.02;-66.61;-52.23
1520.350;-4.75;-67.25;-67.04;-66.63;-52.30
1520.360;-4.74;-67.27;-67.05;-66.64;-52.38
1520.370;-4.78;-67.23;-67.01;-66.60;-52.40
1520.380;-4.74;-67.27;-67.05;-66.64;-52.52
1520.390;-4.73;-67.27;-67.06;-66.65;-52.44
1520.400;-4.75;-67.26;-67.05;-66.63;-52.45
1520.410;-4.73;-67.28;-67.06;-66.65;-52.59
1520.420;-4.73;-67.28;-67.06;-66.65;-52.64
1520.430;-4.75;-67.26;-67.05;-66.64;-52.56
1520.440;-4.74;-67.27;-67.06;-66.64;-52.61
1520.450;-4.75;-67.26;-67.04;-66.63;-52.66
1520.460;-4.75;-67.26;-67.05;-66.63;-52.60
1520.470;-4.75;-67.26;-67.05;-66.64;-52.67
1520.480;-4.75;-67.26;-67.04;-66.63;-52.57
1520.490;-4.76;-67.25;-67.03;-66.62;-52.58
1520.500;-4.76;-67.25;-67.03;-66.62;-52.56
1520.510;-4.78;-67.23;-67.01;-66.60;-52.59
1520.520;-4.76;-67.25;-67.03;-66.62;-52.62
1520.530;-4.75;-67.26;-67.04;-66.63;-52.54
1520.540;-4.77;-67.24;-67.02;-66.61;-52.52
1520.550;-4.77;-67.24;-67.03;-66.62;-52.49
1520.560;-4.76;-67.25;-67.03;-66.62;-52.45
1520.570;-4.78;-67.23;-67.01;-66.60;-52.45
1520.580;-4.77;-67.24;-67.02;-66.61;-52.47
1520.590;-4.78;-67.24;-67.02;-66.61;-52.44
1520.600;-4.78;-67.23;-67.01;-66.60;-52.36
1520.610;-4.78;-67.23;-67.01;-66.60;-52.37
1520.620;-4.79;-67.22;-67.01;-66.60;-52.33
1520.630;-4.80;-67.21;-67.00;-66.59;-52.33
1520.640;-4.78;-67.23;-67.01;-66.60;-52.36
1520.650;-4.80;-67.21;-67.00;-66.59;-52.30
1520.660;-4.80;-67.21;-67.00;-66.59;-52.33
1520.670;-4.80;-67.21;-67.00;-66.59;-52.29
1520.680;-4.80;-67.21;-67.00;-66.59;-52.36
1520.690;-4.78;-67.23;-67.01;-66.60;-52.37
1520.700;-4.78;-67.23;-67.01;-66.60;-52.34
1520.710;-4.80;-67.21;-67.00;-66.59;-52.33
1520.720;-4.80;-67.21;-67.00;-66.59;-52.30
1520.730;-4.80;-67.21;-67.00;-66.59;-52.33
1520.740;-4.80;-67.22;-67.00;-66.59;-52.21
1520.750;-4.78;-67.23;-67.01;-66.60;-52.26
1520.760;-4.80;-67.21;-66.99;-66.58;-52.34
1520.770;-4.81;-67.21;-66.99;-66.58;-52.31
1520.780;-4.78;-67.23;-67.01;-66.60;-52.37
1520.790;-4.80;-67.22;-67.00;-66.59;-52.34
1520.800;-4.80;-67.22;-67.00;-66.59;-52.38
1520.810;-4.80;-67.22;-67.00;-66.59;-52.36
1520.820;-4.80;-67.22;-67.00;-66.59;-52.45
1520.830;-4.80;-67.22;-67.00;-66.59;-52.47
1520.840;-4.80;-67.22;-67.00;-66.59;-52.40
1520.850;-4.80;-67.21;-66.99;-66.58;-52.44
1520.860;-4.81;-67.21;-66.99;-66.58;-52.51
1520.870;-4.81;-67.20;-66.98;-66.58;-52.60
1520.880;-4.83;-67.18;-66.96;-66.55;-52.46
1520.890;-4.80;-67.22;-67.00;-66.59;-52.60
1520.900;-4.81;-67.21;-66.99;-66.58;-52.53
1520.910;-4.82;-67.20;-66.98;-66.57;-52.62
1520.920;-4.80;-67.21;-66.99;-66.59;-52.64
1520.930;-4.80;-67.22;-67.00;-66.59;-52.56
1520.940;-4.81;-67.20;-66.99;-66.58;-52.59
1520.950;-4.80;-67.22;-67.00;-66.59;-52.60
1520.960;-4.81;-67.21;-66.99;-66.58;-52.60
1520.970;-4.80;-67.22;-67.00;-66.59;-52.77
1520.980;-4.80;-67.22;-67.00;-66.59;-52.71
1520.990;-4.82;-67.20;-66.98;-66.57;-52.69
1521.000;-4.81;-67.21;-66.99;-66.58;-52.78
1521.010;-4.80;-67.22;-67.00;-66.59;-52.75
1521.020;-4.80;-67.22;-67.00;-66.59;-52.77
1521.030;-4.80;-67.22;-67.00;-66.59;-52.73
1521.040;-4.80;-67.22;-67.00;-66.59;-52.80
1521.050;-4.81;-67.21;-66.99;-66.58;-52.58
1521.060;-4.80;-67.22;-67.00;-66.59;-52.68
1521.070;-4.80;-67.22;-67.00;-66.59;-52.70
1521.080;-4.81;-67.21;-66.99;-66.58;-52.61
1521.090;-4.79;-67.23;-67.01;-66.60;-52.62
1521.100;-4.79;-67.22;-67.01;-66.60;-52.59
1521.110;-4.80;-67.22;-67.00;-66.59;-52.62
1521.120;-4.80;-67.22;-67.00;-66.60;-52.50
1521.130;-4.80;-67.22;-67.00;-66.60;-52.44
1521.140;-4.79;-67.23;-67.01;-66.61;-52.41
1521.150;-4.78;-67.24;-67.02;-66.61;-52.31
1521.160;-4.78;-67.24;-67.02;-66.61;-52.30
1521.170;-4.78;-67.24;-67.02;-66.61;-52.25
1521.180;-4.79;-67.23;-67.01;-66.61;-52.26
1521.190;-4.80;-67.22;-67.00;-66.60;-52.21
1521.200;-4.78;-67.23;-67.02;-66.61;-52.12
1521.210;-4.78;-67.24;-67.02;-66.61;-52.09
1521.220;-4.79;-67.23;-67.02;-66.61;-52.03
1521.230;-4.79;-67.23;-67.01;-66.61;-52.03
1521.240;-4.78;-67.24;-67.02;-66.62;-52.06
1521.250;-4.78;-67.24;-67.02;-66.62;-51.96
1521.260;-4.78;-67.24;-67.02;-66.61;-52.03
1521.270;-4.80;-67.22;-67.00;-66.60;-51.92
1521.280;-4.79;-67.23;-67.01;-66.61;-51.93
1521.290;-4.79;-67.22;-67.01;-66.60;-51.84
1521.300;-4.80;-67.22;-67.00;-66.60;-51.87
1521.310;-4.80;-67.22;-67.01;-66.60;-51.81
1521.320;-4.79;-67.23;-67.02;-66.61;-51.76
1521.330;-4.80;-67.22;-67.00;-66.60;-51.72
1521.340;-4.80;-67.22;-67.00;-66.60;-51.61
1521.350;-4.80;-67.22;-67.01;-66.60;-51.68
1521.360;-4.80;-67.22;-67.01;-66.60;-51.56
1521.370;-4.80;-67.22;-67.01;-66.60;-51.60
1521.380;-4.80;-67.22;-67.01;-66.60;-51.62
1521.390;-4.80;-67.22;-67.01;-66.60;-51.50
1521.400;-4.80;-67.22;-67.01;-66.60;-51.41
1521.410;-4.80;-67.22;-67.00;-66.60;-51.51
1521.420;-4.81;-67.21;-67.00;-66.59;-51.35
1521.430;-4.80;-67.22;-67.01;-66.60;-51.29
1521.440;-4.80;-67.22;-67.01;-66.60;-51.35
1521.450;-4.80;-67.22;-67.01;-66.60;-51.35
1521.460;-4.80;-67.22;-67.01;-66.60;-51.26
1521.470;-4.81;-67.21;-67.00;-66.59;-51.27
1521.480;-4.80;-67.22;-67.00;-66.60;-51.41
1521.490;-4.80;-67.22;-67.01;-66.60;-51.39
1521.500;-4.80;-67.22;-67.00;-66.60;-51.32
1521.510;-4.81;-67.21;-67.00;-66.59;-51.34
1521.520;-4.81;-67.21;-67.00;-66.59;-51.37
1521.530;-4.83;-67.19;-66.97;-66.57;-51.32
1521.540;-4.80;-67.22;-67.01;-66.60;-51.39
1521.550;-4.80;-67.22;-67.00;-66.60;-51.28
1521.560;-4.81;-67.21;-67.00;-66.60;-51.16
1521.570;-4.80;-67.22;-67.01;-66.61;-51.22
1521.580;-4.82;-67.20;-66.99;-66.59;-51.26
1521.590;-4.82;-67.20;-66.99;-66.59;-51.16
1521.600;-4.81;-67.21;-67.00;-66.60;-51.17
1521.610;-4.82;-67.20;-66.99;-66.59;-51.14
1521.620;-4.82;-67.20;-66.99;-66.59;-51.26
1521.630;-4.80;-67.22;-67.01;-66.61;-51.06
1521.640;-4.83;-67.19;-66.97;-66.57;-51.27
1521.650;-4.83;-67.19;-66.98;-66.58;-51.28
1521.660;-4.80;-67.22;-67.00;-66.60;-51.26
1521.670;-4.83;-67.19;-66.98;-66.58;-51.25
1521.680;-4.82;-67.20;-66.99;-66.59;-51.30
1521.690;-4.83;-67.19;-66.98;-66.58;-51.41
1521.700;-4.84;-67.18;-66.96;-66.56;-51.42
1521.710;-4.80;-67.22;-67.00;-66.60;-51.36
1521.720;-4.87;-67.16;-66.94;-66.54;-51.32
1521.730;-4.81;-67.21;-67.00;-66.59;-51.58
1521.740;-4.84;-67.18;-66.97;-66.56;-51.60
1521.750;-4.81;-67.21;-67.00;-66.60;-51.64
1521.760;-4.83;-67.19;-66.98;-66.57;-51.64
1521.770;-4.80;-67.22;-67.01;-66.61;-51.74
1521.780;-4.82;-67.20;-66.99;-66.58;-51.87
1521.790;-4.83;-67.19;-66.98;-66.58;-51.89
1521.800;-4.80;-67.22;-67.00;-66.60;-51.93
1521.810;-4.83;-67.19;-66.98;-66.57;-51.98
1521.820;-4.83;-67.19;-66.98;-66.57;-52.05
1521.830;-4.80;-67.22;-67.00;-66.60;-52.16
1521.840;-4.82;-67.20;-66.99;-66.59;-52.13
1521.850;-4.80;-67.22;-67.00;-66.60;-52.22
1521.860;-4.80;-67.22;-67.01;-66.60;-52.32
1521.870;-4.80;-67.22;-67.01;-66.60;-52.37
1521.880;-4.81;-67.22;-67.00;-66.60;-52.44
1521.890;-4.82;-67.20;-66.99;-66.59;-52.55
1521.900;-4.83;-67.19;-66.98;-66.57;-52.51
1521.910;-4.80;-67.22;-67.01;-66.60;-52.60
1521.920;-4.81;-67.21;-67.00;-66.60;-52.67
1521.930;-4.83;-67.19;-66.97;-66.57;-52.72
1521.940;-4.81;-67.21;-67.00;-66.59;-52.74
1521.950;-4.81;-67.21;-66.99;-66.59;-52.73
1521.960;-4.82;-67.20;-66.99;-66.58;-52.88
1521.970;-4.82;-67.20;-66.99;-66.58;-52.86
1521.980;-4.83;-67.20;-66.98;-66.58;-52.95
1521.990;-4.82;-67.20;-66.99;-66.58;-52.91
1522.000;-4.80;-67.22;-67.01;-66.60;-53.04
1522.010;-4.82;-67.20;-66.99;-66.58;-53.15
1522.020;-4.82;-67.20;-66.99;-66.58;-53.22
1522.030;-4.81;-67.21;-67.00;-66.59;-53.29
1522.040;-4.82;-67.20;-66.99;-66.58;-53.36
1522.050;-4.80;-67.22;-67.01;-66.60;-53.53
1522.060;-4.80;-67.22;-67.01;-66.60;-53.63
1522.070;-4.82;-67.20;-66.99;-66.58;-53.70
1522.080;-4.80;-67.22;-67.00;-66.59;-53.87
1522.090;-4.81;-67.21;-66.99;-66.59;-54.02
1522.100;-4.82;-67.20;-66.99;-66.58;-54.10
1522.110;-4.82;-67.20;-66.99;-66.58;-54.24
1522.120;-4.82;-67.20;-66.98;-66.57;-54.20
1522.130;-4.83;-67.19;-66.97;-66.56;-54.32
1522.140;-4.82;-67.20;-66.99;-66.58;-54.43
1522.150;-4.83;-67.19;-66.98;-66.57;-54.55
1522.160;-4.81;-67.21;-67.00;-66.59;-54.74
1522.170;-4.82;-67.20;-66.99;-66.58;-54.79
1522.180;-4.82;-67.20;-66.99;-66.58;-54.77
1522.190;-4.83;-67.19;-66.97;-66.56;-54.89
1522.200;-4.82;-67.20;-66.99;-66.57;-54.96
1522.210;-4.85;-67.17;-66.96;-66.54;-54.96
1522.220;-4.83;-67.19;-66.98;-66.57;-55.10
1522.230;-4.82;-67.20;-66.99;-66.58;-55.16
1522.240;-4.83;-67.19;-66.97;-66.56;-55.04
1522.250;-4.82;-67.20;-66.99;-66.58;-55.19
1522.260;-4.82;-67.20;-66.98;-66.57;-55.14
1522.270;-4.83;-67.19;-66.97;-66.56;-55.14
1522.280;-4.82;-67.20;-66.99;-66.58;-55.21
1522.290;-4.85;-67.17;-66.96;-66.55;-55.28
1522.300;-4.83;-67.19;-66.98;-66.57;-55.23
1522.310;-4.83;-67.20;-66.98;-66.57;-55.27
1522.320;-4.83;-67.19;-66.97;-66.56;-55.25
1522.330;-4.83;-67.19;-66.97;-66.56;-55.34
1522.340;-4.83;-67.19;-66.97;-66.56;-55.32
1522.350;-4.83;-67.19;-66.98;-66.57;-55.20
1522.360;-4.82;-67.20;-66.99;-66.58;-55.14
1522.370;-4.82;-67.20;-66.99;-66.58;-55.07
1522.380;-4.83;-67.19;-66.97;-66.56;-55.12
1522.390;-4.83;-67.19;-66.97;-66.56;-55.00
1522.400;-4.85;-67.17;-66.96;-66.54;-54.97
1522.410;-4.87;-67.15;-66.94;-66.52;-54.96
1522.420;-4.84;-67.18;-66.97;-66.55;-54.87
1522.430;-4.87;-67.15;-66.94;-66.52;-54.78
1522.440;-4.86;-67.16;-66.94;-66.53;-54.69
1522.450;-4.85;-67.17;-66.96;-66.54;-54.60
1522.460;-4.86;-67.16;-66.94;-66.53;-54.56
1522.470;-4.87;-67.15;-66.94;-66.52;-54.44
1522.480;-4.85;-67.17;-66.95;-66.54;-54.26
1522.490;-4.86;-67.16;-66.95;-66.53;-54.24
1522.500;-4.85;-67.17;-66.96;-66.54;-54.20
1522.510;-4.85;-67.17;-66.96;-66.54;-54.19
1522.520;-4.87;-67.15;-66.94;-66.53;-54.03
1522.530;-4.87;-67.16;-66.94;-66.53;-53.97
1522.540;-4.85;-67.17;-66.96;-66.54;-53.94
1522.550;-4.86;-67.16;-66.95;-66.53;-53.88
1522.560;-4.87;-67.15;-66.94;-66.53;-53.75
1522.570;-4.87;-67.15;-66.94;-66.53;-53.60
1522.580;-4.87;-67.15;-66.94;-66.53;-53.51
1522.590;-4.85;-67.17;-66.96;-66.54;-53.45
1522.600;-4.86;-67.16;-66.95;-66.54;-53.32
1522.610;-4.87;-67.15;-66.94;-66.53;-53.34
1522.620;-4.85;-67.17;-66.96;-66.54;-53.24
1522.630;-4.88;-67.15;-66.93;-66.52;-53.17
1522.640;-4.87;-67.15;-66.94;-66.53;-53.14
1522.650;-4.87;-67.16;-66.94;-66.53;-53.04
1522.660;-4.87;-67.15;-66.94;-66.53;-53.11
1522.670;-4.85;-67.17;-66.96;-66.55;-53.02
1522.680;-4.86;-67.16;-66.95;-66.54;-52.94
1522.690;-4.86;-67.16;-66.95;-66.54;-52.93
1522.700;-4.85;-67.17;-66.96;-66.55;-52.94
1522.710;-4.85;-67.17;-66.96;-66.55;-53.00
1522.720;-4.87;-67.15;-66.94;-66.53;-52.85
1522.730;-4.87;-67.15;-66.94;-66.53;-52.89
1522.740;-4.87;-67.15;-66.94;-66.53;-52.88
1522.750;-4.87;-67.15;-66.94;-66.53;-52.92
1522.760;-4.85;-67.17;-66.96;-66.55;-52.96
1522.770;-4.86;-67.17;-66.95;-66.54;-52.90
1522.780;-4.85;-67.17;-66.96;-66.55;-52.85
1522.790;-4.85;-67.18;-66.96;-66.55;-52.85
1522.800;-4.85;-67.17;-66.96;-66.55;-52.75
1522.810;-4.86;-67.16;-66.95;-66.54;-52.88
1522.820;-4.85;-67.18;-66.96;-66.55;-52.83
1522.830;-4.87;-67.15;-66.94;-66.53;-52.89
1522.840;-4.86;-67.17;-66.96;-66.54;-52.83
1522.850;-4.83;-67.19;-66.98;-66.57;-52.73
1522.860;-4.86;-67.17;-66.96;-66.54;-52.77
1522.870;-4.85;-67.17;-66.96;-66.55;-52.81
1522.880;-4.85;-67.18;-66.97;-66.56;-52.73
1522.890;-4.87;-67.16;-66.94;-66.53;-52.65
1522.900;-4.85;-67.17;-66.96;-66.55;-52.73
1522.910;-4.86;-67.16;-66.95;-66.54;-52.66
1522.920;-4.85;-67.17;-66.96;-66.55;-52.54
1522.930;-4.85;-67.17;-66.96;-66.55;-52.57
1522.940;-4.87;-67.16;-66.94;-66.53;-52.57
1522.950;-4.87;-67.16;-66.95;-66.54;-52.54
1522.960;-4.85;-67.18;-66.97;-66.56;-52.52
1522.970;-4.86;-67.17;-66.95;-66.54;-52.51
1522.980;-4.85;-67.17;-66.96;-66.55;-52.48
1522.990;-4.87;-67.16;-66.94;-66.53;-52.46
1523.000;-4.87;-67.16;-66.94;-66.53;-52.46
1523.010;-4.86;-67.16;-66.95;-66.54;-52.47
1523.020;-4.86;-67.16;-66.95;-66.54;-52.42
1523.030;-4.87;-67.16;-66.94;-66.53;-52.48
1523.040;-4.87;-67.16;-66.94;-66.53;-52.57
1523.050;-4.87;-67.15;-66.94;-66.53;-52.43
1523.060;-4.88;-67.15;-66.93;-66.52;-52.39
1523.070;-4.87;-67.16;-66.94;-66.53;-52.38
1523.080;-4.85;-67.17;-66.96;-66.55;-52.32
1523.090;-4.87;-67.16;-66.94;-66.53;-52.37
1523.100;-4.87;-67.16;-66.94;-66.53;-52.30
1523.110;-4.87;-67.16;-66.94;-66.53;-52.41
1523.120;-4.87;-67.16;-66.94;-66.54;-52.43
1523.130;-4.87;-67.16;-66.94;-66.54;-52.23
1523.140;-4.87;-67.15;-66.94;-66.53;-52.31
1523.150;-4.89;-67.13;-66.92;-66.51;-52.34
1523.160;-4.87;-67.16;-66.94;-66.54;-52.21
1523.170;-4.88;-67.14;-66.93;-66.52;-52.34
1523.180;-4.87;-67.16;-66.94;-66.54;-52.33
1523.190;-4.87;-67.15;-66.94;-66.53;-52.42
1523.200;-4.89;-67.14;-66.93;-66.52;-52.40
1523.210;-4.88;-67.15;-66.94;-66.53;-52.35
1523.220;-4.87;-67.16;-66.94;-66.54;-52.42
1523.230;-4.90;-67.12;-66.91;-66.50;-52.40
1523.240;-4.87;-67.16;-66.94;-66.54;-52.39
1523.250;-4.89;-67.13;-66.92;-66.51;-52.46
1523.260;-4.90;-67.13;-66.91;-66.51;-52.47
1523.270;-4.89;-67.14;-66.93;-66.52;-52.36
1523.280;-4.87;-67.15;-66.94;-66.53;-52.42
1523.290;-4.89;-67.13;-66.92;-66.51;-52.34
1523.300;-4.89;-67.14;-66.93;-66.52;-52.35
1523.310;-4.91;-67.12;-66.91;-66.50;-52.39
1523.320;-4.91;-67.12;-66.91;-66.50;-52.32
1523.330;-4.89;-67.14;-66.93;-66.52;-52.30
1523.340;-4.89;-67.13;-66.92;-66.51;-52.47
1523.350;-4.90;-67.13;-66.92;-66.51;-52.38
1523.360;-4.90;-67.12;-66.91;-66.50;-52.33
1523.370;-4.91;-67.12;-66.91;-66.50;-52.33
1523.380;-4.88;-67.14;-66.93;-66.52;-52.32
1523.390;-4.88;-67.14;-66.93;-66.52;-52.37
1523.400;-4.91;-67.12;-66.91;-66.50;-52.37
1523.410;-4.91;-67.12;-66.91;-66.50;-52.36
1523.420;-4.92;-67.10;-66.89;-66.48;-52.32
1523.430;-4.91;-67.12;-66.90;-66.50;-52.35
1523.440;-4.91;-67.11;-66.90;-66.49;-52.31
1523.450;-4.93;-67.10;-66.88;-66.48;-52.32
1523.460;-4.94;-67.08;-66.87;-66.47;-52.30
1523.470;-4.92;-67.10;-66.89;-66.48;-52.25
1523.480;-4.93;-67.10;-66.88;-66.48;-52.29
1523.490;-4.92;-67.10;-66.89;-66.48;-52.29
1523.500;-4.92;-67.11;-66.89;-66.49;-52.20
1523.510;-4.92;-67.10;-66.89;-66.48;-52.17
1523.520;-4.92;-67.11;-66.89;-66.49;-52.24
1523.530;-4.90;-67.12;-66.91;-66.51;-52.21
1523.540;-4.93;-67.09;-66.88;-66.47;-52.18
1523.550;-4.91;-67.11;-66.90;-66.49;-52.33
1523.560;-4.92;-67.10;-66.89;-66.48;-52.25
1523.570;-4.91;-67.12;-66.90;-66.50;-52.27
1523.580;-4.92;-67.11;-66.90;-66.49;-52.29
1523.590;-4.92;-67.11;-66.89;-66.49;-52.35
1523.600;-4.92;-67.10;-66.89;-66.48;-52.34
1523.610;-4.89;-67.13;-66.92;-66.52;-52.43
1523.620;-4.93;-67.10;-66.88;-66.48;-52.51
1523.630;-4.92;-67.10;-66.89;-66.48;-52.51
1523.640;-4.89;-67.13;-66.92;-66.51;-52.63
1523.650;-4.94;-67.09;-66.88;-66.47;-52.58
1523.660;-4.94;-67.09;-66.87;-66.47;-52.64
1523.670;-4.91;-67.11;-66.90;-66.50;-52.77
1523.680;-4.93;-67.09;-66.88;-66.47;-52.82
1523.690;-4.91;-67.11;-66.90;-66.49;-52.77
1523.700;-4.91;-67.12;-66.91;-66.50;-52.91
1523.710;-4.92;-67.10;-66.89;-66.48;-52.84
1523.720;-4.91;-67.11;-66.90;-66.50;-53.02
1523.730;-4.92;-67.10;-66.89;-66.49;-53.07
1523.740;-4.93;-67.10;-66.88;-66.48;-53.09
1523.750;-4.92;-67.10;-66.89;-66.48;-53.17
1523.760;-4.91;-67.12;-66.90;-66.50;-53.31
1523.770;-4.91;-67.11;-66.90;-66.49;-53.43
1523.780;-4.89;-67.13;-66.92;-66.52;-53.51
1523.790;-4.93;-67.09;-66.88;-66.48;-53.50
1523.800;-4.92;-67.10;-66.89;-66.48;-53.69
1523.810;-4.92;-67.10;-66.89;-66.48;-53.84
1523.820;-4.93;-67.09;-66.88;-66.47;-53.95
1523.830;-4.94;-67.08;-66.87;-66.47;-53.92
1523.840;-4.92;-67.10;-66.88;-66.48;-54.14
1523.850;-4.94;-67.08;-66.87;-66.47;-54.08
1523.860;-4.92;-67.10;-66.89;-66.49;-54.17
1523.870;-4.90;-67.13;-66.91;-66.51;-54.22
1523.880;-4.91;-67.11;-66.90;-66.49;-54.25
1523.890;-4.91;-67.12;-66.90;-66.50;-54.42
1523.900;-4.91;-67.11;-66.90;-66.50;-54.47
1523.910;-4.93;-67.09;-66.88;-66.48;-54.53
1523.920;-4.92;-67.10;-66.89;-66.49;-54.62
1523.930;-4.93;-67.09;-66.88;-66.47;-54.74
1523.940;-4.94;-67.08;-66.87;-66.47;-54.78
1523.950;-4.93;-67.09;-66.88;-66.47;-54.87
1523.960;-4.91;-67.11;-66.90;-66.49;-55.03
1523.970;-4.93;-67.09;-66.87;-66.47;-55.01
1523.980;-4.93;-67.10;-66.88;-66.48;-54.99
1523.990;-4.94;-67.08;-66.87;-66.47;-55.00
1524.000;-4.94;-67.08;-66.87;-66.46;-55.06
1524.010;-4.94;-67.08;-66.87;-66.46;-55.18
1524.020;-4.94;-67.08;-66.87;-66.46;-55.20
1524.030;-4.94;-67.08;-66.87;-66.46;-55.20
1524.040;-4.94;-67.08;-66.87;-66.46;-55.17
1524.050;-4.97;-67.06;-66.84;-66.44;-55.22
1524.060;-4.95;-67.07;-66.86;-66.45;-55.25
1524.070;-4.95;-67.08;-66.86;-66.46;-55.23
1524.080;-4.94;-67.08;-66.87;-66.46;-55.29
1524.090;-4.94;-67.08;-66.87;-66.46;-55.27
1524.100;-4.94;-67.08;-66.87;-66.46;-55.22
1524.110;-4.94;-67.08;-66.87;-66.46;-55.22
1524.120;-4.94;-67.08;-66.87;-66.46;-55.26
1524.130;-4.96;-67.06;-66.85;-66.44;-55.15
1524.140;-4.96;-67.07;-66.86;-66.45;-55.23
1524.150;-4.94;-67.08;-66.87;-66.46;-55.22
1524.160;-4.95;-67.07;-66.86;-66.45;-55.19
1524.170;-4.96;-67.06;-66.85;-66.44;-55.24
1524.180;-4.96;-67.06;-66.85;-66.44;-55.26
1524.190;-4.96;-67.06;-66.85;-66.44;-55.22
1524.200;-4.95;-67.07;-66.86;-66.45;-55.23
1524.210;-4.94;-67.08;-66.87;-66.46;-55.17
1524.220;-4.96;-67.06;-66.86;-66.45;-55.22
1524.230;-4.96;-67.06;-66.86;-66.44;-55.22
1524.240;-4.96;-67.06;-66.86;-66.44;-55.26
1524.250;-4.96;-67.06;-66.86;-66.44;-55.25
1524.260;-4.96;-67.06;-66.86;-66.44;-55.25
1524.270;-4.96;-67.06;-66.86;-66.44;-55.44
1524.280;-4.97;-67.05;-66.84;-66.43;-55.34
1524.290;-4.95;-67.07;-66.87;-66.45;-55.49
1524.300;-4.95;-67.07;-66.87;-66.45;-55.52
1524.310;-4.95;-67.07;-66.86;-66.45;-55.42
1524.320;-4.94;-67.08;-66.88;-66.46;-55.60
1524.330;-4.98;-67.04;-66.84;-66.42;-55.34
1524.340;-4.98;-67.04;-66.84;-66.42;-55.54
1524.350;-4.97;-67.06;-66.85;-66.43;-55.59
1524.360;-5.00;-67.02;-66.82;-66.40;-55.45
1524.370;-4.99;-67.03;-66.82;-66.41;-55.37
1524.380;-4.97;-67.05;-66.85;-66.43;-55.49
1524.390;-4.95;-67.07;-66.87;-66.45;-55.40
1524.400;-4.95;-67.07;-66.87;-66.45;-55.39
1524.410;-4.94;-67.08;-66.88;-66.46;-55.36
1524.420;-5.01;-67.01;-66.81;-66.39;-55.29
1524.430;-4.96;-67.06;-66.86;-66.43;-55.42
1524.440;-4.97;-67.05;-66.85;-66.43;-55.49
1524.450;-4.97;-67.05;-66.85;-66.43;-55.41
1524.460;-4.96;-67.06;-66.86;-66.44;-55.43
1524.470;-4.98;-67.04;-66.84;-66.42;-55.42
1524.480;-4.98;-67.04;-66.84;-66.41;-55.56
1524.490;-4.96;-67.06;-66.86;-66.44;-55.56
