WL; Output[dBm]; Det1_IL[dB]; Det2_IL[dB]; Det4_IL
1504.890;-4.60;-67.35;-67.14;-38.60
1504.900;-4.58;-67.37;-67.15;-38.60
1504.910;-4.60;-67.35;-67.14;-38.58
1504.920;-4.58;-67.37;-67.15;-38.52
1504.930;-4.58;-67.37;-67.15;-38.57
1504.940;-4.59;-67.36;-67.14;-38.49
1504.950;-4.59;-67.36;-67.15;-38.49
1504.960;-4.58;-67.37;-67.15;-38.51
1504.970;-4.58;-67.37;-67.15;-38.47
1504.980;-4.58;-67.37;-67.15;-38.41
1504.990;-4.58;-67.37;-67.15;-38.48
1505.000;-4.58;-67.37;-67.15;-38.44
1505.010;-4.58;-67.37;-67.15;-38.47
1505.020;-4.58;-67.37;-67.15;-38.45
1505.030;-4.58;-67.37;-67.15;-38.45
1505.040;-4.58;-67.37;-67.15;-38.38
1505.050;-4.58;-67.37;-67.15;-38.35
1505.060;-4.58;-67.37;-67.15;-38.37
1505.070;-4.58;-67.37;-67.15;-38.40
1505.080;-4.58;-67.37;-67.15;-38.39
1505.090;-4.57;-67.39;-67.17;-38.28
1505.100;-4.58;-67.37;-67.15;-38.29
1505.110;-4.58;-67.37;-67.15;-38.36
1505.120;-4.58;-67.37;-67.15;-38.38
1505.130;-4.60;-67.35;-67.13;-38.26
1505.140;-4.58;-67.38;-67.16;-38.31
1505.150;-4.57;-67.39;-67.17;-38.33
1505.160;-4.58;-67.38;-67.16;-38.34
1505.170;-4.57;-67.39;-67.17;-38.36
1505.180;-4.57;-67.39;-67.17;-38.30
1505.190;-4.58;-67.37;-67.15;-38.32
1505.200;-4.57;-67.39;-67.16;-38.30
1505.210;-4.57;-67.39;-67.17;-38.24
1505.220;-4.58;-67.37;-67.15;-38.27
1505.230;-4.58;-67.37;-67.15;-38.20
1505.240;-4.58;-67.37;-67.15;-38.24
1505.250;-4.58;-67.37;-67.15;-38.28
1505.260;-4.57;-67.39;-67.17;-38.23
1505.270;-4.57;-67.39;-67.17;-38.28
1505.280;-4.57;-67.39;-67.17;-38.28
1505.290;-4.57;-67.39;-67.17;-38.31
1505.300;-4.58;-67.38;-67.15;-38.22
1505.310;-4.58;-67.38;-67.15;-38.25
1505.320;-4.58;-67.38;-67.15;-38.28
1505.330;-4.58;-67.38;-67.15;-38.24
1505.340;-4.58;-67.38;-67.15;-38.24
1505.350;-4.59;-67.37;-67.15;-38.19
1505.360;-4.59;-67.37;-67.14;-38.23
1505.370;-4.58;-67.38;-67.15;-38.22
1505.380;-4.58;-67.38;-67.15;-38.20
1505.390;-4.60;-67.36;-67.13;-38.19
1505.400;-4.59;-67.37;-67.14;-38.24
1505.410;-4.61;-67.35;-67.12;-38.25
1505.420;-4.60;-67.36;-67.13;-38.26
1505.430;-4.62;-67.34;-67.12;-38.24
1505.440;-4.62;-67.34;-67.12;-38.25
1505.450;-4.61;-67.36;-67.13;-38.19
1505.460;-4.62;-67.34;-67.12;-38.20
1505.470;-4.60;-67.36;-67.13;-38.23
1505.480;-4.60;-67.36;-67.13;-38.24
1505.490;-4.61;-67.35;-67.12;-38.23
1505.500;-4.60;-67.36;-67.13;-38.26
1505.510;-4.62;-67.35;-67.12;-38.26
1505.520;-4.61;-67.36;-67.13;-38.23
1505.530;-4.61;-67.36;-67.13;-38.17
1505.540;-4.60;-67.36;-67.13;-38.19
1505.550;-4.62;-67.35;-67.12;-38.23
1505.560;-4.60;-67.36;-67.13;-38.24
1505.570;-4.62;-67.34;-67.11;-38.23
1505.580;-4.64;-67.33;-67.10;-38.18
1505.590;-4.62;-67.35;-67.12;-38.28
1505.600;-4.63;-67.34;-67.11;-38.21
1505.610;-4.63;-67.34;-67.11;-38.15
1505.620;-4.61;-67.36;-67.13;-38.23
1505.630;-4.64;-67.33;-67.10;-38.17
1505.640;-4.62;-67.34;-67.11;-38.20
1505.650;-4.60;-67.36;-67.14;-38.22
1505.660;-4.63;-67.33;-67.10;-38.24
1505.670;-4.62;-67.35;-67.12;-38.17
1505.680;-4.61;-67.36;-67.13;-38.21
1505.690;-4.62;-67.35;-67.12;-38.19
1505.700;-4.59;-67.37;-67.15;-38.25
1505.710;-4.58;-67.38;-67.16;-38.22
1505.720;-4.60;-67.37;-67.14;-38.24
1505.730;-4.58;-67.38;-67.16;-38.22
1505.740;-4.58;-67.38;-67.16;-38.27
1505.750;-4.58;-67.38;-67.16;-38.30
1505.760;-4.58;-67.38;-67.16;-38.22
1505.770;-4.59;-67.38;-67.15;-38.30
1505.780;-4.59;-67.38;-67.15;-38.24
1505.790;-4.58;-67.38;-67.16;-38.29
1505.800;-4.60;-67.37;-67.14;-38.28
1505.810;-4.58;-67.38;-67.16;-38.26
1505.820;-4.58;-67.38;-67.16;-38.32
1505.830;-4.60;-67.37;-67.15;-38.27
1505.840;-4.58;-67.38;-67.16;-38.34
1505.850;-4.59;-67.38;-67.16;-38.29
1505.860;-4.59;-67.37;-67.15;-38.28
1505.870;-4.58;-67.38;-67.16;-38.37
1505.880;-4.58;-67.38;-67.16;-38.35
1505.890;-4.58;-67.38;-67.16;-38.29
1505.900;-4.59;-67.37;-67.15;-38.23
1505.910;-4.59;-67.38;-67.16;-38.26
1505.920;-4.58;-67.38;-67.16;-38.29
1505.930;-4.58;-67.38;-67.16;-38.23
1505.940;-4.58;-67.38;-67.17;-38.31
1505.950;-4.58;-67.38;-67.17;-38.26
1505.960;-4.58;-67.38;-67.17;-38.30
1505.970;-4.58;-67.38;-67.17;-38.27
1505.980;-4.58;-67.38;-67.17;-38.27
1505.990;-4.58;-67.38;-67.17;-38.28
1506.000;-4.58;-67.38;-67.17;-38.22
1506.010;-4.59;-67.38;-67.17;-38.30
1506.020;-4.60;-67.37;-67.16;-38.32
1506.030;-4.58;-67.38;-67.17;-38.32
1506.040;-4.58;-67.38;-67.17;-38.31
1506.050;-4.62;-67.35;-67.14;-38.35
1506.060;-4.58;-67.38;-67.17;-38.36
1506.070;-4.58;-67.38;-67.17;-38.34
1506.080;-4.60;-67.37;-67.16;-38.32
1506.090;-4.60;-67.36;-67.15;-38.22
1506.100;-4.60;-67.36;-67.15;-38.31
1506.110;-4.59;-67.37;-67.16;-38.35
1506.120;-4.58;-67.38;-67.17;-38.31
1506.130;-4.62;-67.35;-67.14;-38.30
1506.140;-4.60;-67.36;-67.16;-38.33
1506.150;-4.61;-67.36;-67.15;-38.36
1506.160;-4.62;-67.35;-67.14;-38.36
1506.170;-4.62;-67.35;-67.14;-38.35
1506.180;-4.60;-67.36;-67.16;-38.38
1506.190;-4.60;-67.36;-67.16;-38.34
1506.200;-4.60;-67.36;-67.16;-38.42
1506.210;-4.63;-67.33;-67.13;-38.33
1506.220;-4.62;-67.35;-67.14;-38.42
1506.230;-4.62;-67.35;-67.14;-38.40
1506.240;-4.62;-67.35;-67.14;-38.35
1506.250;-4.62;-67.35;-67.14;-38.31
1506.260;-4.61;-67.36;-67.15;-38.38
1506.270;-4.65;-67.32;-67.11;-38.38
1506.280;-4.64;-67.33;-67.12;-38.36
1506.290;-4.65;-67.31;-67.11;-38.27
1506.300;-4.66;-67.31;-67.11;-38.37
1506.310;-4.64;-67.33;-67.13;-38.38
1506.320;-4.65;-67.32;-67.12;-38.33
1506.330;-4.64;-67.32;-67.12;-38.42
1506.340;-4.62;-67.35;-67.14;-38.41
1506.350;-4.66;-67.31;-67.11;-38.30
1506.360;-4.65;-67.32;-67.12;-38.30
1506.370;-4.65;-67.32;-67.12;-38.29
1506.380;-4.66;-67.31;-67.11;-38.28
1506.390;-4.64;-67.33;-67.13;-38.20
1506.400;-4.64;-67.33;-67.13;-38.23
1506.410;-4.64;-67.33;-67.13;-38.27
1506.420;-4.64;-67.33;-67.13;-38.18
1506.430;-4.66;-67.31;-67.11;-38.26
1506.440;-4.65;-67.32;-67.12;-38.25
1506.450;-4.64;-67.33;-67.13;-38.21
1506.460;-4.64;-67.33;-67.13;-38.22
1506.470;-4.64;-67.33;-67.13;-38.19
1506.480;-4.63;-67.34;-67.14;-38.18
1506.490;-4.64;-67.33;-67.13;-38.22
1506.500;-4.61;-67.36;-67.16;-38.23
1506.510;-4.62;-67.35;-67.14;-38.13
1506.520;-4.61;-67.36;-67.16;-38.21
1506.530;-4.61;-67.36;-67.15;-38.18
1506.540;-4.62;-67.35;-67.15;-38.14
1506.550;-4.62;-67.35;-67.14;-38.05
1506.560;-4.62;-67.35;-67.15;-38.10
1506.570;-4.60;-67.36;-67.16;-38.11
1506.580;-4.60;-67.36;-67.16;-38.13
1506.590;-4.59;-67.38;-67.18;-38.16
1506.600;-4.62;-67.35;-67.14;-37.95
1506.610;-4.61;-67.35;-67.15;-38.04
1506.620;-4.63;-67.34;-67.14;-38.07
1506.630;-4.64;-67.33;-67.12;-38.04
1506.640;-4.62;-67.35;-67.14;-38.01
1506.650;-4.61;-67.36;-67.15;-38.17
1506.660;-4.62;-67.35;-67.14;-38.11
1506.670;-4.62;-67.35;-67.14;-37.99
1506.680;-4.62;-67.35;-67.14;-38.09
1506.690;-4.60;-67.36;-67.16;-38.01
1506.700;-4.59;-67.38;-67.17;-38.12
1506.710;-4.61;-67.35;-67.15;-38.04
1506.720;-4.60;-67.36;-67.16;-38.12
1506.730;-4.60;-67.36;-67.16;-38.04
1506.740;-4.61;-67.36;-67.15;-38.08
1506.750;-4.63;-67.33;-67.13;-38.09
1506.760;-4.58;-67.38;-67.18;-38.18
1506.770;-4.61;-67.36;-67.15;-38.07
1506.780;-4.62;-67.35;-67.14;-38.05
1506.790;-4.62;-67.35;-67.14;-38.13
1506.800;-4.64;-67.33;-67.12;-38.18
1506.810;-4.62;-67.35;-67.14;-38.00
1506.820;-4.62;-67.35;-67.14;-38.10
1506.830;-4.62;-67.35;-67.14;-38.12
1506.840;-4.64;-67.33;-67.12;-38.12
1506.850;-4.66;-67.31;-67.10;-37.99
1506.860;-4.65;-67.32;-67.11;-37.96
1506.870;-4.64;-67.33;-67.12;-38.00
1506.880;-4.64;-67.33;-67.12;-38.09
1506.890;-4.65;-67.31;-67.10;-38.08
1506.900;-4.64;-67.32;-67.11;-38.07
1506.910;-4.66;-67.31;-67.10;-38.11
1506.920;-4.66;-67.31;-67.10;-38.09
1506.930;-4.66;-67.31;-67.10;-38.07
1506.940;-4.65;-67.32;-67.11;-38.07
1506.950;-4.65;-67.32;-67.11;-38.02
1506.960;-4.66;-67.31;-67.10;-38.03
1506.970;-4.66;-67.31;-67.10;-37.98
1506.980;-4.66;-67.31;-67.10;-38.00
1506.990;-4.66;-67.31;-67.10;-38.03
1507.000;-4.66;-67.31;-67.10;-38.03
1507.010;-4.66;-67.31;-67.10;-38.01
1507.020;-4.66;-67.31;-67.10;-38.10
1507.030;-4.67;-67.30;-67.09;-38.08
1507.040;-4.66;-67.31;-67.10;-38.04
1507.050;-4.66;-67.31;-67.10;-38.03
1507.060;-4.66;-67.31;-67.10;-37.95
1507.070;-4.67;-67.29;-67.08;-37.91
1507.080;-4.66;-67.30;-67.09;-38.02
1507.090;-4.66;-67.31;-67.10;-37.91
1507.100;-4.67;-67.29;-67.08;-37.94
1507.110;-4.66;-67.31;-67.10;-37.91
1507.120;-4.66;-67.31;-67.10;-37.94
1507.130;-4.67;-67.30;-67.08;-37.93
1507.140;-4.66;-67.31;-67.10;-37.87
1507.150;-4.67;-67.29;-67.08;-37.88
1507.160;-4.66;-67.30;-67.09;-37.91
1507.170;-4.67;-67.30;-67.08;-37.91
1507.180;-4.67;-67.29;-67.08;-37.92
1507.190;-4.67;-67.30;-67.08;-37.85
1507.200;-4.66;-67.31;-67.10;-37.90
1507.210;-4.66;-67.31;-67.10;-37.89
1507.220;-4.66;-67.31;-67.10;-37.88
1507.230;-4.66;-67.31;-67.10;-37.91
1507.240;-4.66;-67.31;-67.10;-37.81
1507.250;-4.66;-67.31;-67.10;-37.96
1507.260;-4.66;-67.31;-67.10;-37.90
1507.270;-4.66;-67.31;-67.10;-37.86
1507.280;-4.66;-67.31;-67.10;-37.82
1507.290;-4.66;-67.31;-67.10;-37.84
1507.300;-4.66;-67.31;-67.10;-37.93
1507.310;-4.65;-67.31;-67.10;-37.84
1507.320;-4.64;-67.32;-67.11;-37.83
1507.330;-4.64;-67.33;-67.12;-37.84
1507.340;-4.65;-67.32;-67.11;-37.85
1507.350;-4.66;-67.31;-67.10;-37.90
1507.360;-4.65;-67.32;-67.10;-37.84
1507.370;-4.65;-67.32;-67.11;-37.82
1507.380;-4.64;-67.32;-67.11;-37.88
1507.390;-4.66;-67.31;-67.10;-37.79
1507.400;-4.64;-67.33;-67.11;-37.78
1507.410;-4.66;-67.31;-67.10;-37.84
1507.420;-4.64;-67.32;-67.11;-37.86
1507.430;-4.65;-67.31;-67.10;-37.86
1507.440;-4.65;-67.31;-67.10;-37.84
1507.450;-4.64;-67.33;-67.12;-37.82
1507.460;-4.65;-67.32;-67.11;-37.80
1507.470;-4.64;-67.33;-67.11;-37.81
1507.480;-4.64;-67.33;-67.11;-37.85
1507.490;-4.66;-67.31;-67.10;-37.73
1507.500;-4.65;-67.32;-67.11;-37.73
1507.510;-4.65;-67.31;-67.10;-37.72
1507.520;-4.66;-67.31;-67.10;-37.84
1507.530;-4.65;-67.32;-67.10;-37.76
1507.540;-4.64;-67.33;-67.12;-37.74
1507.550;-4.64;-67.33;-67.12;-37.72
1507.560;-4.64;-67.33;-67.12;-37.79
1507.570;-4.64;-67.33;-67.11;-37.82
1507.580;-4.65;-67.32;-67.11;-37.82
1507.590;-4.65;-67.32;-67.10;-37.77
1507.600;-4.66;-67.31;-67.10;-37.72
1507.610;-4.66;-67.31;-67.10;-37.79
1507.620;-4.66;-67.30;-67.09;-37.78
1507.630;-4.66;-67.31;-67.09;-37.75
1507.640;-4.66;-67.31;-67.10;-37.78
1507.650;-4.66;-67.31;-67.10;-37.74
1507.660;-4.66;-67.31;-67.09;-37.80
1507.670;-4.67;-67.29;-67.08;-37.77
1507.680;-4.67;-67.29;-67.08;-37.76
1507.690;-4.66;-67.31;-67.10;-37.80
1507.700;-4.67;-67.30;-67.09;-37.68
1507.710;-4.67;-67.29;-67.08;-37.74
1507.720;-4.66;-67.31;-67.10;-37.72
1507.730;-4.66;-67.31;-67.10;-37.79
1507.740;-4.67;-67.29;-67.08;-37.75
1507.750;-4.67;-67.30;-67.09;-37.78
1507.760;-4.69;-67.27;-67.06;-37.72
1507.770;-4.68;-67.29;-67.08;-37.71
1507.780;-4.67;-67.30;-67.08;-37.72
1507.790;-4.67;-67.30;-67.08;-37.79
1507.800;-4.68;-67.29;-67.07;-37.80
1507.810;-4.66;-67.31;-67.10;-37.73
1507.820;-4.68;-67.29;-67.08;-37.74
1507.830;-4.69;-67.28;-67.07;-37.79
1507.840;-4.67;-67.29;-67.08;-37.74
1507.850;-4.70;-67.26;-67.05;-37.72
1507.860;-4.68;-67.29;-67.08;-37.73
1507.870;-4.70;-67.27;-67.06;-37.64
1507.880;-4.71;-67.26;-67.04;-37.64
1507.890;-4.70;-67.27;-67.06;-37.67
1507.900;-4.69;-67.28;-67.06;-37.68
1507.910;-4.70;-67.27;-67.05;-37.69
1507.920;-4.68;-67.29;-67.07;-37.71
1507.930;-4.70;-67.26;-67.05;-37.64
1507.940;-4.69;-67.28;-67.06;-37.71
1507.950;-4.66;-67.31;-67.09;-37.72
1507.960;-4.69;-67.28;-67.06;-37.74
1507.970;-4.69;-67.28;-67.07;-37.80
1507.980;-4.69;-67.28;-67.06;-37.83
1507.990;-4.71;-67.26;-67.04;-37.72
1508.000;-4.70;-67.26;-67.05;-37.75
1508.010;-4.70;-67.27;-67.05;-37.85
1508.020;-4.71;-67.26;-67.04;-37.74
1508.030;-4.66;-67.31;-67.10;-37.65
1508.040;-4.69;-67.28;-67.06;-37.70
1508.050;-4.69;-67.28;-67.06;-37.73
1508.060;-4.69;-67.28;-67.06;-37.74
1508.070;-4.67;-67.29;-67.08;-37.64
1508.080;-4.67;-67.30;-67.08;-37.67
1508.090;-4.66;-67.30;-67.09;-37.64
1508.100;-4.70;-67.27;-67.05;-37.62
1508.110;-4.68;-67.29;-67.08;-37.68
1508.120;-4.66;-67.31;-67.09;-37.55
1508.130;-4.67;-67.29;-67.08;-37.56
1508.140;-4.66;-67.31;-67.09;-37.60
1508.150;-4.67;-67.30;-67.08;-37.62
1508.160;-4.69;-67.28;-67.07;-37.54
1508.170;-4.66;-67.31;-67.10;-37.62
1508.180;-4.67;-67.30;-67.09;-37.57
1508.190;-4.67;-67.29;-67.08;-37.53
1508.200;-4.66;-67.31;-67.10;-37.55
1508.210;-4.66;-67.31;-67.09;-37.59
1508.220;-4.66;-67.30;-67.09;-37.51
1508.230;-4.67;-67.30;-67.08;-37.49
1508.240;-4.69;-67.28;-67.06;-37.53
1508.250;-4.68;-67.29;-67.07;-37.43
1508.260;-4.67;-67.30;-67.09;-37.43
1508.270;-4.69;-67.28;-67.07;-37.44
1508.280;-4.67;-67.29;-67.08;-37.39
1508.290;-4.68;-67.29;-67.08;-37.45
1508.300;-4.68;-67.28;-67.07;-37.43
1508.310;-4.66;-67.31;-67.09;-37.38
1508.320;-4.66;-67.31;-67.10;-37.37
1508.330;-4.67;-67.30;-67.08;-37.48
1508.340;-4.66;-67.31;-67.10;-37.46
1508.350;-4.67;-67.30;-67.09;-37.41
1508.360;-4.67;-67.29;-67.08;-37.43
1508.370;-4.66;-67.31;-67.10;-37.41
1508.380;-4.67;-67.29;-67.08;-37.40
1508.390;-4.66;-67.30;-67.09;-37.44
1508.400;-4.66;-67.31;-67.10;-37.50
1508.410;-4.69;-67.28;-67.06;-37.36
1508.420;-4.67;-67.30;-67.09;-37.45
1508.430;-4.66;-67.31;-67.10;-37.44
1508.440;-4.67;-67.30;-67.09;-37.47
1508.450;-4.67;-67.29;-67.08;-37.34
1508.460;-4.67;-67.29;-67.08;-37.43
1508.470;-4.68;-67.29;-67.07;-37.44
1508.480;-4.69;-67.28;-67.06;-37.37
1508.490;-4.68;-67.29;-67.08;-37.32
1508.500;-4.69;-67.28;-67.07;-37.42
1508.510;-4.68;-67.29;-67.07;-37.40
1508.520;-4.69;-67.28;-67.06;-37.43
1508.530;-4.69;-67.28;-67.06;-37.38
1508.540;-4.69;-67.28;-67.06;-37.38
1508.550;-4.69;-67.28;-67.07;-37.45
1508.560;-4.67;-67.29;-67.08;-37.47
1508.570;-4.69;-67.28;-67.07;-37.41
1508.580;-4.67;-67.29;-67.08;-37.47
1508.590;-4.67;-67.30;-67.09;-37.40
1508.600;-4.70;-67.27;-67.05;-37.45
1508.610;-4.70;-67.27;-67.06;-37.43
1508.620;-4.71;-67.26;-67.05;-37.47
1508.630;-4.72;-67.25;-67.03;-37.45
1508.640;-4.68;-67.28;-67.07;-37.45
1508.650;-4.69;-67.28;-67.07;-37.48
1508.660;-4.72;-67.24;-67.03;-37.49
1508.670;-4.71;-67.26;-67.04;-37.44
1508.680;-4.72;-67.25;-67.04;-37.46
1508.690;-4.73;-67.24;-67.03;-37.46
1508.700;-4.73;-67.24;-67.03;-37.43
1508.710;-4.73;-67.24;-67.03;-37.48
1508.720;-4.73;-67.24;-67.03;-37.50
1508.730;-4.73;-67.24;-67.03;-37.49
1508.740;-4.73;-67.24;-67.03;-37.43
1508.750;-4.73;-67.24;-67.03;-37.46
1508.760;-4.71;-67.26;-67.04;-37.46
1508.770;-4.73;-67.24;-67.03;-37.46
1508.780;-4.73;-67.24;-67.03;-37.46
1508.790;-4.73;-67.24;-67.03;-37.50
1508.800;-4.73;-67.24;-67.03;-37.53
1508.810;-4.73;-67.24;-67.03;-37.54
1508.820;-4.73;-67.24;-67.03;-37.40
1508.830;-4.73;-67.24;-67.03;-37.43
1508.840;-4.71;-67.26;-67.04;-37.46
1508.850;-4.73;-67.24;-67.02;-37.54
1508.860;-4.72;-67.25;-67.03;-37.56
1508.870;-4.72;-67.25;-67.03;-37.39
1508.880;-4.73;-67.25;-67.03;-37.54
1508.890;-4.73;-67.25;-67.03;-37.47
1508.900;-4.73;-67.25;-67.03;-37.54
1508.910;-4.74;-67.23;-67.01;-37.50
1508.920;-4.73;-67.25;-67.03;-37.54
1508.930;-4.73;-67.25;-67.03;-37.51
1508.940;-4.73;-67.25;-67.03;-37.52
1508.950;-4.73;-67.25;-67.03;-37.57
1508.960;-4.73;-67.25;-67.03;-37.50
1508.970;-4.73;-67.25;-67.03;-37.50
1508.980;-4.73;-67.25;-67.03;-37.51
1508.990;-4.73;-67.25;-67.03;-37.50
1509.000;-4.73;-67.25;-67.03;-37.48
1509.010;-4.73;-67.25;-67.03;-37.50
1509.020;-4.73;-67.25;-67.03;-37.45
1509.030;-4.73;-67.25;-67.03;-37.42
1509.040;-4.71;-67.26;-67.04;-37.49
1509.050;-4.73;-67.25;-67.03;-37.40
1509.060;-4.73;-67.25;-67.03;-37.44
1509.070;-4.73;-67.25;-67.03;-37.47
1509.080;-4.73;-67.25;-67.03;-37.45
1509.090;-4.73;-67.25;-67.03;-37.44
1509.100;-4.73;-67.25;-67.03;-37.42
1509.110;-4.73;-67.25;-67.03;-37.46
1509.120;-4.73;-67.25;-67.03;-37.50
1509.130;-4.73;-67.25;-67.03;-37.45
1509.140;-4.73;-67.25;-67.03;-37.47
1509.150;-4.73;-67.25;-67.03;-37.43
1509.160;-4.74;-67.24;-67.02;-37.43
1509.170;-4.70;-67.28;-67.06;-37.47
1509.180;-4.71;-67.27;-67.05;-37.38
1509.190;-4.73;-67.25;-67.03;-37.35
1509.200;-4.73;-67.25;-67.03;-37.45
1509.210;-4.73;-67.25;-67.03;-37.44
1509.220;-4.73;-67.25;-67.03;-37.33
1509.230;-4.73;-67.25;-67.03;-37.41
1509.240;-4.72;-67.26;-67.04;-37.35
1509.250;-4.72;-67.26;-67.03;-37.36
1509.260;-4.73;-67.25;-67.03;-37.30
1509.270;-4.73;-67.25;-67.03;-37.36
1509.280;-4.73;-67.25;-67.03;-37.35
1509.290;-4.73;-67.26;-67.03;-37.32
1509.300;-4.73;-67.26;-67.03;-37.32
1509.310;-4.73;-67.26;-67.03;-37.28
1509.320;-4.73;-67.26;-67.03;-37.27
1509.330;-4.73;-67.26;-67.03;-37.23
1509.340;-4.73;-67.26;-67.03;-37.28
1509.350;-4.73;-67.26;-67.03;-37.24
1509.360;-4.73;-67.26;-67.03;-37.25
1509.370;-4.73;-67.26;-67.03;-37.24
1509.380;-4.73;-67.26;-67.03;-37.27
1509.390;-4.73;-67.26;-67.03;-37.22
1509.400;-4.73;-67.26;-67.03;-37.25
1509.410;-4.73;-67.26;-67.03;-37.26
1509.420;-4.73;-67.26;-67.03;-37.16
1509.430;-4.73;-67.26;-67.03;-37.23
1509.440;-4.74;-67.24;-67.02;-37.19
1509.450;-4.73;-67.26;-67.03;-37.18
1509.460;-4.75;-67.24;-67.01;-37.18
1509.470;-4.75;-67.24;-67.01;-37.24
1509.480;-4.75;-67.24;-67.01;-37.26
1509.490;-4.75;-67.23;-67.01;-37.21
1509.500;-4.74;-67.24;-67.02;-37.25
1509.510;-4.73;-67.26;-67.03;-37.21
1509.520;-4.76;-67.22;-67.00;-37.23
1509.530;-4.74;-67.24;-67.02;-37.25
1509.540;-4.74;-67.24;-67.02;-37.18
1509.550;-4.75;-67.24;-67.01;-37.14
1509.560;-4.73;-67.26;-67.03;-37.22
1509.570;-4.73;-67.25;-67.03;-37.22
1509.580;-4.76;-67.23;-67.01;-37.23
1509.590;-4.73;-67.25;-67.03;-37.21
1509.600;-4.76;-67.23;-67.00;-37.19
1509.610;-4.76;-67.22;-67.00;-37.23
1509.620;-4.75;-67.23;-67.01;-37.18
1509.630;-4.77;-67.21;-66.99;-37.13
1509.640;-4.77;-67.22;-67.00;-37.25
1509.650;-4.75;-67.24;-67.02;-37.26
1509.660;-4.76;-67.23;-67.00;-37.23
1509.670;-4.75;-67.23;-67.01;-37.16
1509.680;-4.78;-67.21;-66.99;-37.22
1509.690;-4.78;-67.20;-66.98;-37.17
1509.700;-4.76;-67.22;-67.00;-37.21
1509.710;-4.78;-67.21;-66.98;-37.21
1509.720;-4.79;-67.20;-66.98;-37.10
1509.730;-4.76;-67.22;-67.00;-37.11
1509.740;-4.78;-67.20;-66.98;-37.16
1509.750;-4.77;-67.22;-67.00;-37.11
1509.760;-4.76;-67.23;-67.01;-37.11
1509.770;-4.78;-67.21;-66.99;-37.16
1509.780;-4.76;-67.22;-67.00;-37.13
1509.790;-4.75;-67.24;-67.02;-37.15
1509.800;-4.76;-67.23;-67.01;-37.12
1509.810;-4.75;-67.24;-67.02;-37.16
1509.820;-4.73;-67.26;-67.04;-37.24
1509.830;-4.76;-67.23;-67.01;-37.13
1509.840;-4.75;-67.24;-67.02;-37.12
1509.850;-4.75;-67.24;-67.02;-37.13
1509.860;-4.75;-67.24;-67.02;-37.20
1509.870;-4.75;-67.23;-67.01;-37.13
1509.880;-4.77;-67.21;-66.99;-37.10
1509.890;-4.75;-67.23;-67.02;-37.04
1509.900;-4.76;-67.22;-67.01;-37.03
1509.910;-4.76;-67.22;-67.00;-37.07
1509.920;-4.77;-67.22;-67.00;-37.00
1509.930;-4.76;-67.23;-67.01;-36.99
1509.940;-4.75;-67.24;-67.02;-37.04
1509.950;-4.75;-67.24;-67.02;-36.99
1509.960;-4.76;-67.22;-67.01;-37.02
1509.970;-4.75;-67.23;-67.01;-37.02
1509.980;-4.73;-67.25;-67.04;-36.99
1509.990;-4.74;-67.24;-67.02;-37.01
1510.000;-4.75;-67.24;-67.02;-36.97
1510.010;-4.75;-67.24;-67.02;-36.88
1510.020;-4.76;-67.23;-67.01;-36.96
1510.030;-4.75;-67.24;-67.02;-36.94
1510.040;-4.75;-67.24;-67.02;-36.87
1510.050;-4.76;-67.22;-67.01;-36.92
1510.060;-4.75;-67.23;-67.02;-36.86
1510.070;-4.76;-67.23;-67.01;-36.85
1510.080;-4.76;-67.23;-67.01;-36.75
1510.090;-4.74;-67.25;-67.03;-36.82
1510.100;-4.76;-67.22;-67.01;-36.79
1510.110;-4.75;-67.24;-67.02;-36.81
1510.120;-4.76;-67.22;-67.01;-36.79
1510.130;-4.77;-67.22;-67.00;-36.77
1510.140;-4.77;-67.21;-67.00;-36.77
1510.150;-4.76;-67.22;-67.01;-36.70
1510.160;-4.76;-67.22;-67.01;-36.71
1510.170;-4.78;-67.21;-67.00;-36.68
1510.180;-4.75;-67.23;-67.02;-36.66
1510.190;-4.76;-67.22;-67.01;-36.61
1510.200;-4.76;-67.22;-67.01;-36.64
1510.210;-4.78;-67.21;-66.99;-36.64
1510.220;-4.77;-67.21;-67.00;-36.56
1510.230;-4.76;-67.22;-67.01;-36.61
1510.240;-4.79;-67.20;-66.98;-36.63
1510.250;-4.78;-67.21;-66.99;-36.58
1510.260;-4.76;-67.22;-67.01;-36.61
1510.270;-4.77;-67.21;-67.00;-36.57
1510.280;-4.78;-67.21;-66.99;-36.58
1510.290;-4.76;-67.22;-67.01;-36.60
1510.300;-4.78;-67.21;-66.99;-36.52
1510.310;-4.76;-67.23;-67.02;-36.49
1510.320;-4.77;-67.22;-67.00;-36.55
1510.330;-4.80;-67.19;-66.98;-36.59
1510.340;-4.79;-67.19;-66.98;-36.53
1510.350;-4.77;-67.21;-67.00;-36.46
1510.360;-4.78;-67.21;-66.99;-36.50
1510.370;-4.76;-67.22;-67.01;-36.54
1510.380;-4.78;-67.21;-66.99;-36.45
1510.390;-4.79;-67.20;-66.99;-36.48
1510.400;-4.79;-67.20;-66.98;-36.47
1510.410;-4.79;-67.19;-66.98;-36.47
1510.420;-4.78;-67.20;-66.99;-36.52
1510.430;-4.80;-67.19;-66.97;-36.43
1510.440;-4.80;-67.19;-66.97;-36.55
1510.450;-4.80;-67.19;-66.97;-36.44
1510.460;-4.80;-67.19;-66.97;-36.43
